GEOID10,TRBL_10,TRBL_STR_10,TRACT_10,BLOCK_10,BG,TRBG_10,WATER,URBAN_VILLAGE_NUMBER,URBAN_VILLAGE_NAME,URBAN_VILLAGE_TYPE,CRA_NO,CRA_NAME,NEIGHBORHOODS_INCLUDED,NEIGHBORHOOD_DISTRICT_NUMBER,NEIGHBORHOOD_DISTRICT_NAME
530330096005000,9600.5,9600.5000,9600,5000,5,9600.5,1,0,Outside Villages,Outside Villages,1.4,Alki/Admiral,"Alki, Admiral",1,Southwest
530330098001009,9800.1009,9800.1009,9800,1009,1,9800.1,0,0,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,Southwest
530330104021017,10402.1017,10402.1017,10402,1017,1,10402.1,0,502,Greater Duwamish,Manufacturing Industrial,3.5,Beacon Hill,Beacon Hill,3,Greater Duwamish
530330104021019,10402.1019,10402.1019,10402,1019,1,10402.1,0,0,Outside Villages,Outside Villages,3.5,Beacon Hill,Beacon Hill,3,Greater Duwamish
530330062001012,6200.1012,6200.1012,6200,1012,1,6200.1,0,0,Outside Villages,Outside Villages,7.1,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",7,Northeast
530330085001008,8500.1008,8500.1008,8500,1008,1,8500.1,0,414.3,First Hill,Urban Center Village,6.1,First Hill,"First Hill, Yesler Terrace, Squire Park",6,East
530330109002113,10900.2113,10900.2113,10900,2113,2,10900.2,0,502,Greater Duwamish,Manufacturing Industrial,3.2,Georgetown,Georgetown,3,Greater Duwamish
530330041006019,4100.6019,4100.6019,4100,6019,6,4100.6,1,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330031005031,3100.5031,3100.5031,3100,5031,5,3100.5,0,0,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330110022035,11002.2035,11002.2035,11002,2035,2,11002.2,0,123,MLK at Holly St,Residential Urban Village,3.4,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",3,Greater Duwamish
530330048003030,4800.303,4800.3030,4800,3030,3,4800.3,0,501,Ballard-Interbay-Northend,Manufacturing Industrial,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330099004003,9900.4003,9900.4003,9900,4003,4,9900.4,0,502,Greater Duwamish,Manufacturing Industrial,2.1,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",2,Delridge Neighborhoods
530330110022025,11002.2025,11002.2025,11002,2025,2,11002.2,0,0,Outside Villages,Outside Villages,3.4,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",3,Greater Duwamish
530330117003027,11700.3027,11700.3027,11700,3027,3,11700.3,0,0,Outside Villages,Outside Villages,3.4,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",3,Greater Duwamish
530330117003005,11700.3005,11700.3005,11700,3005,3,11700.3,0,0,Outside Villages,Outside Villages,3.4,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",3,Greater Duwamish
530330112002062,11200.2062,11200.2062,11200,2062,2,11200.2,0,502,Greater Duwamish,Manufacturing Industrial,3.1,South Park,South Park,3,Greater Duwamish
530330056003020,5600.302,5600.3020,5600,3020,3,5600.3,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330004024007,402.4007,402.4007,402,4007,4,402.4,0,0,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,"Broadview, Bitter Lake",9,Northwest
530330093001035,9300.1035,9300.1035,9300,1035,1,9300.1,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330066001028,6600.1028,6600.1028,6600,1028,1,6600.1,0,107,Eastlake,Residential Urban Village,11.3,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",11,Lake Union
530330005001006,500.1006,500.1006,500,1006,1,500.1,0,0,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,"Broadview, Bitter Lake",9,Northwest
530330005003009,500.3009,500.3009,500,3009,3,500.3,0,0,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,"Broadview, Bitter Lake",9,Northwest
530330093003151,9300.3151,9300.3151,9300,3151,3,9300.3,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330119002023,11900.2023,11900.2023,11900,2023,2,11900.2,0,0,Outside Villages,Outside Villages,4.1,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",4,Southeast
530330047002038,4700.2038,4700.2038,4700,2038,2,4700.2,0,303,Ballard,Hub Urban Village,10.4,Ballard,"Ballard, West Woodland, Adams",10,Ballard
530330058023010,5802.301,5802.3010,5802,3010,3,5802.3,0,0,Outside Villages,Outside Villages,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330106005022,10600.5022,10600.5022,10600,5022,5,10600.5,0,0,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,Southwest
530330106005027,10600.5027,10600.5027,10600,5027,5,10600.5,0,0,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,Southwest
530330116006000,11600.6,11600.6000,11600,6000,6,11600.6,0,0,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,Southwest
530330057006002,5700.6002,5700.6002,5700,6002,6,5700.6,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330057006012,5700.6012,5700.6012,5700,6012,6,5700.6,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330057006005,5700.6005,5700.6005,5700,6005,6,5700.6,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330057004002,5700.4002,5700.4002,5700,4002,4,5700.4,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330058013005,5801.3005,5801.3005,5801,3005,3,5801.3,0,0,Outside Villages,Outside Villages,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330058014041,5801.4041,5801.4041,5801,4041,4,5801.4,0,0,Outside Villages,Outside Villages,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330058014040,5801.404,5801.4040,5801,4040,4,5801.4,0,0,Outside Villages,Outside Villages,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330058014007,5801.4007,5801.4007,5801,4007,4,5801.4,0,501,Ballard-Interbay-Northend,Manufacturing Industrial,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330056001006,5600.1006,5600.1006,5600,1006,1,5600.1,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330071001003,7100.1003,7100.1003,7100,1003,1,7100.1,0,412,Uptown,Urban Center,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330061001004,6100.1004,6100.1004,6100,1004,1,6100.1,0,0,Outside Villages,Outside Villages,7.1,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",7,Northeast
530330020001008,2000.1008,2000.1008,2000,1008,1,2000.1,0,0,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",8,North
530330009001003,900.1003,900.1003,900,1003,1,900.1,0,0,Outside Villages,Outside Villages,8.3,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",8,North
530330022001009,2200.1009,2200.1009,2200,1009,1,2200.1,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330022002007,2200.2007,2200.2007,2200,2007,2,2200.2,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330062002027,6200.2027,6200.2027,6200,2027,2,6200.2,0,0,Outside Villages,Outside Villages,7.1,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",7,Northeast
530330041006001,4100.6001,4100.6001,4100,6001,6,4100.6,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330063003022,6300.3022,6300.3022,6300,3022,3,6300.3,0,0,Outside Villages,Outside Villages,6.5,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",6,East
530330093003022,9300.3022,9300.3022,9300,3022,3,9300.3,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330069003018,6900.3018,6900.3018,6900,3018,3,6900.3,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330069003001,6900.3001,6900.3001,6900,3001,3,6900.3,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330070006005,7000.6005,7000.6005,7000,6005,6,7000.6,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330070004002,7000.4002,7000.4002,7000,4002,4,7000.4,0,106,Upper Queen Anne,Residential Urban Village,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330041002004,4100.2004,4100.2004,4100,2004,2,4100.2,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330053012002,5301.2002,5301.2002,5301,2002,2,5301.2,0,401.1,University District Northwest,Urban Center Village,7.2,University District,"University District, Cowen Park, Ravenna",7,Northeast
530330062002006,6200.2006,6200.2006,6200,2006,2,6200.2,0,0,Outside Villages,Outside Villages,7.1,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",7,Northeast
530330062002025,6200.2025,6200.2025,6200,2025,2,6200.2,0,0,Outside Villages,Outside Villages,7.1,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",7,Northeast
530330062001010,6200.101,6200.1010,6200,1010,1,6200.1,0,0,Outside Villages,Outside Villages,7.1,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",7,Northeast
530330062001016,6200.1016,6200.1016,6200,1016,1,6200.1,0,0,Outside Villages,Outside Villages,7.1,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",7,Northeast
530330086001005,8600.1005,8600.1005,8600,1005,1,8600.1,0,0,Outside Villages,Outside Villages,6.1,First Hill,"First Hill, Yesler Terrace, Squire Park",6,East
530330079003007,7900.3007,7900.3007,7900,3007,3,7900.3,0,0,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",5,Central
530330079003000,7900.3,7900.3000,7900,3000,3,7900.3,0,0,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",5,Central
530330087001007,8700.1007,8700.1007,8700,1007,1,8700.1,0,0,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",5,Central
530330095002073,9500.2073,9500.2073,9500,2073,2,9500.2,0,0,Outside Villages,Outside Villages,4.4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",4,Southeast
530330100011014,10001.1014,10001.1014,10001,1014,1,10001.1,0,0,Outside Villages,Outside Villages,3.6,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",3,Greater Duwamish
530330095004012,9500.4012,9500.4012,9500,4012,4,9500.4,0,0,Outside Villages,Outside Villages,4.4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",4,Southeast
530330095004018,9500.4018,9500.4018,9500,4018,4,9500.4,0,305,North Rainier,Hub Urban Village,4.4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",4,Southeast
530330095004020,9500.402,9500.4020,9500,4020,4,9500.4,0,0,Outside Villages,Outside Villages,4.4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",4,Southeast
530330095003028,9500.3028,9500.3028,9500,3028,3,9500.3,0,0,Outside Villages,Outside Villages,4.4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",4,Southeast
530330101004016,10100.4016,10100.4016,10100,4016,4,10100.4,0,0,Outside Villages,Outside Villages,4.2,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",4,Southeast
530330078003016,7800.3016,7800.3016,7800,3016,3,7800.3,0,0,Outside Villages,Outside Villages,5.1,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",5,Central
530330017022005,1702.2005,1702.2005,1702,2005,2,1702.2,0,103,Crown Hill,Residential Urban Village,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330030002001,3000.2001,3000.2001,3000,2001,2,3000.2,0,103,Crown Hill,Residential Urban Village,10.2,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",10,Ballard
530330019003002,1900.3002,1900.3002,1900,3002,3,1900.3,0,0,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",8,North
530330012002001,1200.2001,1200.2001,1200,2001,2,1200.2,0,0,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",8,North
530330019002006,1900.2006,1900.2006,1900,2006,2,1900.2,0,0,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",8,North
530330019002005,1900.2005,1900.2005,1900,2005,2,1900.2,0,0,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",8,North
530330012002005,1200.2005,1200.2005,1200,2005,2,1200.2,0,0,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",8,North
530330019002004,1900.2004,1900.2004,1900,2004,2,1900.2,0,0,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",8,North
530330019002007,1900.2007,1900.2007,1900,2007,2,1900.2,0,0,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",8,North
530330027004020,2700.402,2700.4020,2700,4020,4,2700.4,0,0,Outside Villages,Outside Villages,9.4,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",9,Northwest
530330027004010,2700.401,2700.4010,2700,4010,4,2700.4,0,0,Outside Villages,Outside Villages,9.4,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",9,Northwest
530330027003003,2700.3003,2700.3003,2700,3003,3,2700.3,0,0,Outside Villages,Outside Villages,9.4,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",9,Northwest
530330027003008,2700.3008,2700.3008,2700,3008,3,2700.3,0,0,Outside Villages,Outside Villages,9.4,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",9,Northwest
530330027002017,2700.2017,2700.2017,2700,2017,2,2700.2,0,0,Outside Villages,Outside Villages,9.4,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",9,Northwest
530330021001002,2100.1002,2100.1002,2100,1002,1,2100.1,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330021002004,2100.2004,2100.2004,2100,2004,2,2100.2,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330021002009,2100.2009,2100.2009,2100,2009,2,2100.2,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330025001002,2500.1002,2500.1002,2500,1002,1,2500.1,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330021003011,2100.3011,2100.3011,2100,3011,3,2100.3,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330020001027,2000.1027,2000.1027,2000,1027,1,2000.1,1,0,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",8,North
530330026004015,2600.4015,2600.4015,2600,4015,4,2600.4,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330026004016,2600.4016,2600.4016,2600,4016,4,2600.4,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330026003006,2600.3006,2600.3006,2600,3006,3,2600.3,0,202,Roosevelt,Residential Urban Village,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330093003032,9300.3032,9300.3032,9300,3032,3,9300.3,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330093003076,9300.3076,9300.3076,9300,3076,3,9300.3,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330094004011,9400.4011,9400.4011,9400,4011,4,9400.4,0,110,North Beacon Hill,Residential Urban Village,3.6,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",3,Greater Duwamish
530330107012010,10701.201,10701.2010,10701,2010,2,10701.2,0,0,Outside Villages,Outside Villages,2.2,High Point,"High Point, Delridge",2,Delridge Neighborhoods
530330106004004,10600.4004,10600.4004,10600,4004,4,10600.4,0,0,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,Southwest
530330108002012,10800.2012,10800.2012,10800,2012,2,10800.2,0,0,Outside Villages,Outside Villages,2.3,Riverview,"Riverview, Delridge",2,Delridge Neighborhoods
530330117003016,11700.3016,11700.3016,11700,3016,3,11700.3,0,0,Outside Villages,Outside Villages,3.4,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",3,Greater Duwamish
530330119003008,11900.3008,11900.3008,11900,3008,3,11900.3,0,0,Outside Villages,Outside Villages,4.1,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",4,Southeast
530330056003008,5600.3008,5600.3008,5600,3008,3,5600.3,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330063004011,6300.4011,6300.4011,6300,4011,4,6300.4,0,0,Outside Villages,Outside Villages,6.5,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",6,East
530330062001050,6200.105,6200.1050,6200,1050,1,6200.1,0,0,Outside Villages,Outside Villages,7.1,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",7,Northeast
530330066001035,6600.1035,6600.1035,6600,1035,1,6600.1,0,414.1,Capitol Hill,Urban Center Village,11.3,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",11,Lake Union
530330118001005,11800.1005,11800.1005,11800,1005,1,11800.1,0,0,Outside Villages,Outside Villages,4.1,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",4,Southeast
530330116005008,11600.5008,11600.5008,11600,5008,5,11600.5,1,0,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,Southwest
530330112001023,11200.1023,11200.1023,11200,1023,1,11200.1,0,128,South Park,Residential Urban Village,3.1,South Park,South Park,3,Greater Duwamish
530330049005015,4900.5015,4900.5015,4900,5015,5,4900.5,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330032003011,3200.3011,3200.3011,3200,3011,3,3200.3,0,501,Ballard-Interbay-Northend,Manufacturing Industrial,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330032003013,3200.3013,3200.3013,3200,3013,3,3200.3,0,501,Ballard-Interbay-Northend,Manufacturing Industrial,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330081002001,8100.2001,8100.2001,8100,2001,2,8100.2,0,413.3,Commercial Core,Urban Center Village,13.2,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",13,Downtown
530330016003011,1600.3011,1600.3011,1600,3011,3,1600.3,0,0,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330060002024,6000.2024,6000.2024,6000,2024,2,6000.2,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330101004009,10100.4009,10100.4009,10100,4009,4,10100.4,0,0,Outside Villages,Outside Villages,4.2,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",4,Southeast
530330119004016,11900.4016,11900.4016,11900,4016,4,11900.4,0,0,Outside Villages,Outside Villages,4.1,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",4,Southeast
530330118004003,11800.4003,11800.4003,11800,4003,4,11800.4,0,204,Rainier Beach,Residential Urban Village,4.1,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",4,Southeast
530330078001046,7800.1046,7800.1046,7800,1046,1,7800.1,0,0,Outside Villages,Outside Villages,5.1,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",5,Central
530330042003021,4200.3021,4200.3021,4200,3021,3,4200.3,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330042005010,4200.501,4200.5010,4200,5010,5,4200.5,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330080013013,8001.3013,8001.3013,8001,3013,3,8001.3,1,413.1,Belltown,Urban Center Village,13.1,Belltown,"Belltown, Denny Regrade",13,Downtown
530330042005020,4200.502,4200.5020,4200,5020,5,4200.5,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330105001013,10500.1013,10500.1013,10500,1013,1,10500.1,0,0,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,Southwest
530330098003027,9800.3027,9800.3027,9800,3027,3,9800.3,0,205,West Seattle Junction,Hub Urban Village,1.3,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,Southwest
530330098003025,9800.3025,9800.3025,9800,3025,3,9800.3,0,0,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,Southwest
530330059001000,5900.1,5900.1000,5900,1000,1,5900.1,1,501,Ballard-Interbay-Northend,Manufacturing Industrial,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330047002076,4700.2076,4700.2076,4700,2076,2,4700.2,1,501,Ballard-Interbay-Northend,Manufacturing Industrial,10.4,Ballard,"Ballard, West Woodland, Adams",10,Ballard
530330113003009,11300.3009,11300.3009,11300,3009,3,11300.3,0,0,Outside Villages,Outside Villages,2.5,Highland Park,"Highland Park, Westwood, White Center, South Delridge",2,Delridge Neighborhoods
530330048003028,4800.3028,4800.3028,4800,3028,3,4800.3,0,501,Ballard-Interbay-Northend,Manufacturing Industrial,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330048003025,4800.3025,4800.3025,4800,3025,3,4800.3,0,501,Ballard-Interbay-Northend,Manufacturing Industrial,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330048001021,4800.1021,4800.1021,4800,1021,1,4800.1,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330048002022,4800.2022,4800.2022,4800,2022,2,4800.2,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330048002025,4800.2025,4800.2025,4800,2025,2,4800.2,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330048002015,4800.2015,4800.2015,4800,2015,2,4800.2,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330059001014,5900.1014,5900.1014,5900,1014,1,5900.1,0,501,Ballard-Interbay-Northend,Manufacturing Industrial,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330059003001,5900.3001,5900.3001,5900,3001,3,5900.3,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330059003008,5900.3008,5900.3008,5900,3008,3,5900.3,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330038001014,3800.1014,3800.1014,3800,1014,1,3800.1,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
